name,total,exact,transposed,tonalTransped,inverted,augmented,retrograded,rotated,trInverted,trAugmented,trRetrograded,exact8,transposed8,tonalTransped8,inverted8,augmented8,retrograded8,rotated8,trInverted8,trAugmented8,trRetrograded8,exact6,transposed6,tonalTransped6,inverted6,augmented6,retrograded6,rotated6,trInverted6,trAugmented6,trRetrograded6,exact4,transposed4,tonalTransped4,inverted4,augmented4,retrograded4,rotated4,trInverted4,trAugmented4,trRetrograded4,exact2,transposed2,tonalTransped2,inverted2,augmented2,retrograded2,rotated2,trInverted2,trAugmented2,trRetrograded2,unclassified
WatZagIkDaarVanVerre:RAND:nonpatmidiname3,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,5,12,0,0,0,3,6,1,1,2,18,0,0,0,1,1,0,0,0,0,14
ZolangDeBoomZalBloeien:RAND:nonpatmidiname3,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,0,0,2,0,0,1,0,2,1,1,0,4,0,26,19,0,0,6,1,1,1,0,0,3
DaarGingEenHeer:RAND:nonpatmidiname4,76,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,1,0,0,0,1,0,29,0,0,0,1,0,32
DaarReedEenJonkheer:RAND:nonpatmidiname4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,2,5,0,0,2,3,2,0,1,2,0,0,0,0,11,2,4,0,2,0,1,0,0,0,0
DaarWasLaatstmaalEenRuiter:RAND:nonpatmidiname4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,1,2,5,1,1,5,7,1,6,0,10,1,0,0,0,0,6,8,0,0,7,0,0,0,1,0,1
DaarZouErEenMaagdjeVroegOpstaan:RAND:nonpatmidiname4,42,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,4,0,3,2,0,1,2,0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,1
EenLindeboomStondInHetDal:RAND:nonpatmidiname4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,3,0,0,4,1,0,0,0,0,0,0,0,2,12,1,0,1,0,0,0,3,0,0
EenSoudaanHadEenDochtertje:RAND:nonpatmidiname4,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,26,0,0,0,9,0,13
EnErWarenEensTweeZoeteliefjes:RAND:nonpatmidiname4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,1,3,5,10,1,0,3,0,0,5,0,0,0,3,0,0
ErReedErEensEenRuiter:RAND:nonpatmidiname4,126,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,2,11,4,1,1,28,24,5,0,2,2,3,0,4,0,4,9,1,0,1,0,0,0,1,0,0
ErWasEenHerderinnetje:RAND:nonpatmidiname4,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,13,0,1,0,0,2,0,1,3,10,5,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,0,2
ErWasEenKoopmanRijkEnMachtig:RAND:nonpatmidiname4,82,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,6,7,0,1,2,6,2,2,2,5,0,2,0,5,4,0,0,0,0,16,7,1,0,8,0,0,0,0,0,1
ErWasEenMeisjeVanZestienJaren:RAND:nonpatmidiname4,64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,5,1,2,0,0,0,6,14,4,1,2,5,3,2,1,0,6,2,0,0,1,0,0,1,0,0,3
ErWoondeEenVrouwtjeAlOverHetBos:RAND:nonpatmidiname4,59,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,3,0,0,8,4,0,2,1,2,2,1,0,6,11,5,0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,1
FemmesVoulezVousEprouver:RAND:nonpatmidiname4,73,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,14,4,1,1,5,2,5,1,6,11,4,0,1,3,0,0,0,1,0,3
HeerHalewijn:RAND:nonpatmidiname4,96,0,2,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,1,3,14,9,1,0,0,4,2,5,1,6,20,6,1,1,1,0,2,2,0,2,5,1,0,0,0,1,0,0,0,1
HetVrouwtjeVanStavoren:RAND:nonpatmidiname4,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,1,0,0,2,1,10,4,0,0,0,1,2,0,0,1,1,2,0,0,0,0,1,0,0,1
HetWasLaatstOpEenZomerdag:RAND:nonpatmidiname4,85,0,5,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,5,4,1,2,1,8,13,0,0,1,4,6,0,3,0,11,3,0,0,1,0,0,0,0,0,8
HetWasOpEenDriekoningenavond:RAND:nonpatmidiname4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,5,0,3,6,0,0,1,0,0,1,2,1,2,3,0,0,4,0,0,0,1,0,0
IkKwamLaatstEensInDeStad:RAND:nonpatmidiname4,88,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,4,0,3,0,6,0,17,17,4,0,4,1,1,0,2,0,11,3,1,0,0,0,0,0,0,0,1
KomLaatOnsNuZoStilNietZijn:RAND:nonpatmidiname4,50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,5,3,4,0,1,2,2,0,0,2,9,3,3,0,1,1,1,1,1,0,4,0,1,0,0,0,0,0,0,0,1
LieveSchipperVaarMeOver:RAND:nonpatmidiname4,59,0,2,1,1,0,0,1,1,2,2,0,1,0,0,0,1,0,0,0,0,2,1,0,0,4,3,1,3,0,0,3,17,0,0,0,0,2,1,2,1,3,4,0,0,0,0,0,0,0,0,0
OGodIkLeefInNood:RAND:nonpatmidiname4,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,3,0,1,0,2,20,2,0,1,0,1,0,5,0,1,5,0,0,0,0,0,0,1,0,1
SoldaatKwamUitDeOorlog:RAND:nonpatmidiname4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,5,12,3,0,6,2,2,1,6,0,11,10,1,0,5,0,0,0,6,0,0
VaarwelBruidjeSchoon:RAND:nonpatmidiname4,55,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,10,0,0,1,3,0,0,1,3,8,10,0,2,0,0,0,0,2,1,3,1,0,2,0,0,0,0,0,2
WatZagIkDaarVanVerre:RAND:nonpatmidiname4,71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,5,12,0,0,0,3,6,1,1,2,18,0,0,0,1,1,0,0,0,0,14
ZolangDeBoomZalBloeien:RAND:nonpatmidiname4,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,4,1,0,0,0,2,0,0,1,0,2,1,1,0,4,0,26,19,0,0,6,1,1,1,0,0,3
